"description","record_count","total_passengers","origin_airport_dot_id","origin_airport_iata","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_WAC","airport_type","latitude","longitude","iso_country","municipality","iso_region","gps_code","local_code","continent","elevation_feet"
"Pilot Point, AK: Pilot Point Airport",1574,12053,14119,"PIP","Pilot Point, AK","AK",1,"small_airport",57.5803985596,-157.572006226,"US","Pilot Point","US-AK","PAPN","PNP","NA",57
"Bloomington, IN: Monroe County",253,11786,10683,"BMG","Bloomington, IN","IN",42,"medium_airport",39.1459999084473,-86.61669921875,"US","Bloomington","US-IN","KBMG","BMG","NA",846
"New York, NY: East 34th Street Heliport",138,11780,15346,"TSS","New York, NY","NY",22,"heliport",40.7425994873047,-73.9720993041992,"US","New York","US-NY","6N5","6N5","NA",10
"Chignik Lagoon, AK: Chignik Lagoon Airport",933,11769,12638,"KCL","Chignik Lagoon, AK","AK",1,"small_airport",56.31119919,-158.5359955,"US","Chignik Lagoon","US-AK","KCL","KCL","NA",25
"Akhiok, AK: Akhiok Airport",1576,11655,10243,"AKK","Akhiok, AK","AK",1,"small_airport",56.9387016296,-154.182998657,"US","Akhiok","US-AK","PAKH","AKK","NA",44
"Nassau/Paradise Island, The Bahamas: Nassau-Paradise Island",14,11468,14111,"PID","Nassau/Paradise Island, The Bahamas","",204,"small_airport",25.0830001831055,-77.3000030517578,"BS","Nassau","BS-NP","MYPI","","NA",""
"Akutan, AK: Akutan Airport",157,11259,12786,"KQA","Akutan, AK","AK",1,"seaplane_base",54.1337704415,-165.778895617,"US","Akutan","US-AK","KQA","KQA","NA",""
"Kamuela, HI: Waimea-Kohala",187,11207,13520,"MUE","Kamuela, HI","HI",2,"medium_airport",20.0013008117676,-155.667999267578,"US","Kamuela","US-HI","PHMU","MUE","NA",2671
"Beaver, AK: Beaver Airport",1550,10810,15725,"WBQ","Beaver, AK","AK",1,"small_airport",66.362197876,-147.406997681,"US","Beaver","US-AK","PAWB","WBQ","NA",359
"Okinawa, Japan: Naha",40,10218,13850,"OKA","Okinawa, Japan","",736,"large_airport",26.1958007812,127.646003723,"JP","Naha","JP-47","ROAH","","AS",12
"New Stuyahok, AK: New Stuyahok Airport",1955,9832,12755,"KNW","New Stuyahok, AK","AK",1,"small_airport",59.4499015808,-157.32800293,"US","New Stuyahok","US-AK","PANW","KNW","NA",364
"Winston-Salem, NC: Smith Reynolds",887,9815,12348,"INT","Winston-Salem, NC","NC",36,"medium_airport",36.1337013244629,-80.2220001220703,"US","Winston Salem","US-NC","KINT","INT","NA",969
"Havre, MT: Havre City-County",197,9736,12245,"HVR","Havre, MT","MT",84,"medium_airport",48.54299927,-109.762001,"US","Havre","US-MT","KHVR","HVR","NA",2591
"Kwajalein, Marshall Islands: Bucholz AAF",58,9550,12845,"KWA","Kwajalein, Marshall Islands","",844,"medium_airport",8.72012042999268,167.731994628906,"MH","Kwajalein","MH-KWA","PKWA","KWA","OC",9
"Galbraith Lake, AK: Galbraith Lake Airport",182,9365,11859,"GBH","Galbraith Lake, AK","AK",1,"small_airport",68.4796981812,-149.490005493,"US","Galbraith Lake","US-AK","PAGB","GBH","NA",2663
"Leipzig, Germany: Leipzig Halle",254,9355,12938,"LEJ","Leipzig, Germany","",429,"large_airport",51.4323997497559,12.2416000366211,"DE","Leipzig","DE-SN","EDDP","","EU",465
"Tom Price, Australia: Tom Price Airport",1,9313,15314,"TPR","Tom Price, Australia","",802,"small_airport",-22.7460002899,117.869003296,"AU","Tom Price","AU-WA","YTMP","","OC",2300
"Crooked Creek, AK: Crooked Creek Airport",1880,9131,11028,"CKD","Crooked Creek, AK","AK",1,"small_airport",61.8679008484,-158.134994507,"US","Crooked Creek","US-AK","CJX","CJX","NA",178
"Fort Dix, NJ: McGuire Field",690,9116,15842,"WRI","Fort Dix, NJ","NJ",21,"medium_airport",40.0155983,-74.59169769,"US","Wrightstown","US-NJ","KWRI","WRI","NA",131
"Marseille, France: Marseille Provence",16,8783,13472,"MRS","Marseille, France","",427,"large_airport",43.439271922,5.22142410278,"FR","Marseille","FR-U","LFML","","EU",74
"Brookings, SD: Brookings Regional",68,8771,10655,"BKX","Brookings, SD","SD",67,"small_airport",44.3047981262207,-96.8169021606445,"US","Brookings","US-SD","KBKX","BKX","NA",1648
"Chuathbaluk, AK: Chuathbaluk Airport",1772,8713,10996,"CHU","Chuathbaluk, AK","AK",1,"small_airport",61.57910156,-159.2160034,"US","Chuathbaluk","US-AK","PACH","9A3","NA",244
"Tijuana, Mexico: General Abelardo L. Rodriguez International",62,8664,15210,"TIJ","Tijuana, Mexico","",148,"large_airport",32.5410995483398,-116.970001220703,"MX","Tijuana","MX-BCN","MMTJ","","NA",489
"Tenerife, Spain: Tenerife Norte",12,8659,15181,"TFN","Tenerife, Spain","",482,"large_airport",28.4827003479,-16.3414993286,"ES","Tenerife Island","ES-CN","GCXO","","EU",2076
"San Diego, CA: North Island NAS",151,8445,13791,"NZY","San Diego, CA","CA",91,"medium_airport",32.69919968,-117.2149963,"US","San Diego","US-CA","KNZY","NZY","NA",26
"Fayetteville, AR: Drake Field",220,8288,11834,"FYV","Fayetteville, AR","AR",71,"medium_airport",36.0051002502441,-94.1700973510742,"US","Fayetteville","US-AR","KFYV","FYV","NA",1251
"Chalkyitsik, AK: Chalkyitsik Airport",1196,8134,11007,"CIK","Chalkyitsik, AK","AK",1,"small_airport",66.6449966431,-143.740005493,"US","Chalkyitsik","US-AK","PACI","CIK","NA",544
"Alamogordo, NM: Alamogordo White Sands Regional",143,7782,10266,"ALM","Alamogordo, NM","NM",86,"medium_airport",32.839900970459,-105.990997314453,"US","Alamogordo","US-NM","KALM","ALM","NA",4200
"Fairbanks, AK: Ladd AAF",844,7757,11643,"FBK","Fairbanks, AK","AK",1,"medium_airport",64.83750153,-147.6139984,"US","Fairbanks/Ft Wainwright","US-AK","PAFB","FBK","NA",454
"Tarapoto, Peru: Tarapoto Airport",5,7447,15312,"TPP","Tarapoto, Peru","",368,"medium_airport",-6.50873994827271,-76.3731994628906,"PE","Tarapoto","PE-SAM","SPST","","SA",869
"Harrogate, United Kingdom: Linton-On-Ouse",1,7438,12209,"HRT","Harrogate, United Kingdom","",493,"medium_airport",54.0489006042,-1.2527500391,"GB","Linton-On-Ouse","GB-ENG","EGXU","","EU",53
"Levelock, AK: Levelock Airport",1605,7415,12720,"KLL","Levelock, AK","AK",1,"small_airport",59.1281013489,-156.85899353,"US","Levelock","US-AK","9Z8","9Z8","NA",39
"Igiugig, AK: Igiugig Airport",1802,7293,12294,"IGG","Igiugig, AK","AK",1,"small_airport",59.3240013122559,-155.901992797852,"US","Igiugig","US-AK","PAIG","IGG","NA",90
"Santa Clara, Cuba: Abel Santamaria",23,7270,14924,"SNU","Santa Clara, Cuba","",219,"medium_airport",22.4922008514404,-79.943603515625,"CU","Santa Clara","CU-05","MUSC","","NA",338
"Plattsburgh, NY: Clinton County",228,7178,14143,"PLB","Plattsburgh, NY","NY",22,"closed",44.6875,-73.5244979858398,"US","Plattsburgh","US-NY","KPLB","PLB","NA",371
"San Antonio, TX: Lackland AFB (Kelly Field Annex)",65,6748,14853,"SKF","San Antonio, TX","TX",74,"medium_airport",29.38419914,-98.58110046,"US","San Antonio","US-TX","KSKF","SKF","NA",691
"Karluk, AK: Karluk Airport",1030,6272,12866,"KYK","Karluk, AK","AK",1,"small_airport",57.5671005249,-154.449996948,"US","Karluk","US-AK","PAKY","KYK","NA",137
"Toyama, Japan: Toyama Airport",37,6080,15303,"TOY","Toyama, Japan","",736,"medium_airport",36.6483001708984,137.188003540039,"JP","Toyama","JP-16","RJNT","","AS",95
"Uruapan, Mexico: Uruapan Airport",13,5958,15483,"UPN","Uruapan, Mexico","",148,"medium_airport",19.3966999053955,-102.039001464844,"MX","","MX-MIC","MMPN","","NA",5258
"Bryce Canyon, UT: Bryce Canyon Airport",93,5764,10511,"BCE","Bryce Canyon, UT","UT",87,"medium_airport",37.706401825,-112.144996643,"US","Bryce Canyon","US-UT","KBCE","BCE","NA",7590
"La Macaza, Canada: Mont-Tremblant International",35,5672,16208,"YTM","La Macaza, Canada","QC",941,"medium_airport",46.4094009399,-74.7799987793,"CA","Rivière Rouge","CA-QC","CYFJ","","NA",827
"Clarks Point, AK: Clarks Point Airport",690,5568,11053,"CLP","Clarks Point, AK","AK",1,"small_airport",58.83369827,-158.529007,"US","Clarks Point","US-AK","PFCL","CLP","NA",80
"Princeton/Bluefield, WV: Mercer County",124,5397,10663,"BLF","Princeton/Bluefield, WV","WV",39,"medium_airport",37.2957992553711,-81.2077026367188,"US","Bluefield","US-WV","KBLF","BLF","NA",2857
"South Naknek, AK: South Naknek 2",874,5352,15853,"WSN","South Naknek, AK","AK",1,"small_airport",58.7033996582,-157.007995605,"US","South Naknek","US-AK","PFWS","WSN","NA",162
"Prince George, Canada: Prince George Airport",19,5218,16250,"YXS","Prince George, Canada","BC",906,"medium_airport",53.8894004822,-122.679000854,"CA","Prince George","CA-BC","CYXS","","NA",2267
"Billund, Denmark: Billund Airport",16,5205,10669,"BLL","Billund, Denmark","",419,"large_airport",55.7402992249,9.15178012848,"DK","Billund","DK-83","EKBI","","EU",247
"Manston, United Kingdom: Manston Airport",32,5152,13481,"MSE","Manston, United Kingdom","",493,"medium_airport",51.3422012329,1.34610998631,"GB","Manston","GB-ENG","EGMH","","EU",178
"Port Moller, AK: Port Moller Airport",774,5110,14167,"PML","Port Moller, AK","AK",1,"small_airport",56.0060005188,-160.561004639,"US","Cold Bay","US-AK","PAAL","1AK3","NA",20
"Montreal, Canada: St. Hubert",160,5001,16083,"YHU","Montreal, Canada","QC",941,"medium_airport",45.5175018311,-73.4169006348,"CA","Montréal","CA-QC","CYHU","","NA",90
"Cincinnati, OH: Cincinnati Municipal Lunken Field",269,4985,13105,"LUK","Cincinnati, OH","OH",44,"medium_airport",39.10329819,-84.41860199,"US","Cincinnati","US-OH","KLUK","LUK","NA",483
"Red Devil, AK: Red Devil Airport",1390,4956,14493,"RDV","Red Devil, AK","AK",1,"small_airport",61.7881011963,-157.350006104,"US","Red Devil","US-AK","RDV","RDV","NA",174
"Tarbes/Lourdes/Pyrenees, France: Tarbes-Lourdes-Pyrenees",25,4876,12922,"LDE","Tarbes/Lourdes/Pyrenees, France","",427,"medium_airport",43.1786994934082,-0.006438999902457,"FR","Tarbes/Lourdes/Pyrénées","FR-N","LFBT","","EU",1260
"Bimini, The Bahamas: North Seaplane Base",11,4803,13746,"NSB","Bimini, The Bahamas","",204,"seaplane_base",25.7670001983643,-79.25,"BS","Bimini","BS-BI","","","NA",""
"Atwater, CA: Castle",56,4800,13249,"MER","Atwater, CA","CA",91,"small_airport",-33.25,-58.0670013427734,"UY","Mercedes","UY-RN","SUME","","SA",68
"Glasgow/Prestwick, United Kingdom: Prestwick",530,4772,14115,"PIK","Glasgow/Prestwick, United Kingdom","",493,"medium_airport",55.5093994140625,-4.586669921875,"GB","Glasgow","GB-SCT","EGPK","","EU",65
"Fort McMurray, Canada: Fort McMurray Airport",17,4742,16121,"YMM","Fort McMurray, Canada","AB",916,"medium_airport",56.653301239,-111.222000122,"CA","Fort McMurray","CA-AB","CYMM","","NA",1211
"Liverpool, United Kingdom: Liverpool Airport",6,4701,13051,"LPL","Liverpool, United Kingdom","",493,"large_airport",53.3335990905762,-2.8497200012207,"GB","Liverpool","GB-ENG","EGGP","","EU",80
"Bowling Green, KY: Bowling Green-Warren County Regional",220,4633,10819,"BWG","Bowling Green, KY","KY",52,"medium_airport",36.9645004272,-86.4197006226,"US","Bowling Green","US-KY","KBWG","BWG","NA",547
"Ekwok, AK: Ekwok Airport",1281,4554,12653,"KEK","Ekwok, AK","AK",1,"small_airport",59.3568000793457,-157.470993041992,"US","Ekwok","US-AK","KEK","KEK","NA",135
"Kuparuk, AK: North Kuparuk",76,4507,15508,"UUK","Kuparuk, AK","AK",1,"small_airport",70.3308029175,-149.598007202,"US","Kuparuk","US-AK","PAKU","UBW","NA",67
"Abuja, Nigeria: Abuja Nnamdi Azikiwe International",8,4382,10144,"ABV","Abuja, Nigeria","",555,"large_airport",9.00679016113281,7.26316976547241,"NG","Abuja","NG-FC","DNAA","","AF",1123
"Dallas/Fort Worth, TX: Fort Worth Meacham International",82,4231,11789,"FTW","Dallas/Fort Worth, TX","TX",74,"large_airport",32.8198013306,-97.3623962402,"US","Fort Worth","US-TX","KFTW","FTW","NA",710
"Port Hardy, Canada: Port Hardy Airport",123,3908,16278,"YZT","Port Hardy, Canada","BC",906,"medium_airport",50.6805992126465,-127.366996765137,"CA","Port Hardy","CA-BC","CYZT","","NA",71
"Anniston, AL: Anniston Regional",79,3891,10298,"ANB","Anniston, AL","AL",51,"medium_airport",33.58819962,-85.85810089,"US","Anniston","US-AL","KANB","ANB","NA",612
"Pedro Bay, AK: Pedro Bay Airport",1071,3860,14046,"PDB","Pedro Bay, AK","AK",1,"small_airport",59.7896003723,-154.12399292,"US","Pedro Bay","US-AK","4K0","4K0","NA",45
"Banjul, The Gambia: Banjul International",11,3852,10633,"BJL","Banjul, The Gambia","",527,"medium_airport",13.3380002975464,-16.6522006988525,"GM","Banjul","GM-W","GBYD","","AF",95
"Pilot Point, AK: Ugashik Bay",821,3825,15444,"UGB","Pilot Point, AK","AK",1,"small_airport",57.4253997803,-157.740005493,"US","Pilot Point","US-AK","UGB","UGB","NA",132
"Terre Haute, IN: Terre Haute International-Hulman Field",105,3784,12228,"HUF","Terre Haute, IN","IN",42,"medium_airport",39.4514999389648,-87.3076019287109,"US","Terre Haute","US-IN","KHUF","HUF","NA",589
"Everett, WA: Snohomish County",362,3783,14004,"PAE","Everett, WA","WA",93,"medium_airport",47.90629959,-122.2819977,"US","Everett","US-WA","KPAE","PAE","NA",606
"Mobile, AL: Mobile Downtown",575,3740,10562,"BFM","Mobile, AL","AL",51,"medium_airport",30.6268005371,-88.0680999756,"US","Mobile","US-AL","KBFM","BFM","NA",26
"Circle, AK: Circle City",646,3699,12370,"IRC","Circle, AK","AK",1,"small_airport",65.83049774,-144.076004,"US","Circle","US-AK","PACR","CRC","NA",613
"Los Mochis, Mexico: Valle del Fuerte International",17,3651,13018,"LMM","Los Mochis, Mexico","",148,"medium_airport",25.6851997375,-109.081001282,"MX","Los Mochis","MX-SIN","MMLM","","NA",16
"New Iberia, LA: Acadiana Regional",51,3624,10347,"ARA","New Iberia, LA","LA",72,"medium_airport",30.0377998352,-91.8839035034,"US","New Iberia","US-LA","KARA","ARA","NA",24
"Utica/Rome, NY: Oneida County",41,3615,15431,"UCA","Utica/Rome, NY","NY",22,"closed",43.1450996398926,-75.383903503418,"US","Utica","US-NY","KUCA","UCA","NA",742
"Muncie/Anderson/Newcastle, IN: Delaware County Regional",60,3603,13307,"MIE","Muncie/Anderson/Newcastle, IN","IN",42,"medium_airport",40.2422981262207,-85.3958969116211,"US","Muncie","US-IN","KMIE","MIE","NA",937
"Vladivostok, Russia: Knevichi",14,3576,15645,"VVO","Vladivostok, Russia","",770,"medium_airport",43.398998260498,132.147994995117,"RU","Vladivostok","RU-PRI","UHWW","","AS",46
"Kumamoto, Japan: Kumamoto Airport",15,3536,12735,"KMJ","Kumamoto, Japan","",736,"medium_airport",32.8372993469238,130.854995727539,"JP","Kumamoto","JP-43","RJFT","","AS",642
"Fort Huachuca, AZ: Sierra Vista Municipal-Libby AAF",40,3491,11673,"FHU","Fort Huachuca, AZ","AZ",81,"medium_airport",31.5884990692139,-110.34400177002,"US","Fort Huachuca Sierra Vista","US-AZ","KFHU","FHU","NA",4719
"False Pass, AK: False Pass Airport",295,3464,12663,"KFP","False Pass, AK","AK",1,"small_airport",54.8474006652832,-163.410003662109,"US","False Pass","US-AK","PAKF","KFP","NA",20
"Liege, Belgium: Liege Airport",572,3451,12957,"LGG","Liege, Belgium","",409,"large_airport",50.6374015808105,5.4432201385498,"BE","Liège","BE-WLG","EBLG","","EU",659
"Stony River, AK: Stony River Airport",1470,3432,14987,"SRV","Stony River, AK","AK",1,"small_airport",61.7896995544,-156.589004517,"US","Stony River","US-AK","SRV","SRV","NA",230
"Astoria/Seaside, OR: Astoria Regional",54,3209,10385,"AST","Astoria/Seaside, OR","OR",92,"medium_airport",46.158000946,-123.878997803,"US","Astoria","US-OR","KAST","AST","NA",15
"Guantanamo, Cuba: Los Canos",2,3054,11847,"GAO","Guantanamo, Cuba","",219,"medium_airport",20.0853004455566,-75.1583023071289,"CU","Guantánamo","CU-14","MUGT","","NA",56
"Abbotsford, Canada: Abbotsford Airport",20,3047,16253,"YXX","Abbotsford, Canada","BC",906,"medium_airport",49.0252990722656,-122.361000061035,"CA","Abbotsford","CA-BC","CYXX","","NA",195
"Ramstein, Germany: Ramstein AB",314,3027,14561,"RMS","Ramstein, Germany","",429,"large_airport",49.4369010925293,7.60027980804443,"DE","Ramstein","DE-RP","ETAR","","EU",776
"Anchorage, AK: Elmendorf AFB",297,2903,11487,"EDF","Anchorage, AK","AK",1,"medium_airport",61.2509994506836,-149.807006835938,"US","Anchorage","US-AK","PAED","EDF","NA",212
"Tin City, AK: Tin City LRRS",776,2897,15278,"TNC","Tin City, AK","AK",1,"small_airport",65.56310272,-167.9219971,"US","Tin City","US-AK","PATC","TNC","NA",271
"St. Eustatius, Bonaire, Sint Eustatius, and Saba: F.D. Roosevelt",12,2842,11605,"EUX","St. Eustatius, Netherlands Antilles","",259,"medium_airport",17.4965000152588,-62.9794006347656,"BQ","Sint Eustatius","BQ-U-A","TNCE","","NA",129
"Meyers Chuck, AK: Meyers Chuck Seaplane Base",487,2833,15793,"WMK","Meyers Chuck, AK","AK",1,"seaplane_base",55.7396011353,-132.255004883,"US","Meyers Chuck","US-AK","84K","84K","NA",0
"Manzanillo, Cuba: Sierra Maestra",9,2796,13592,"MZO","Manzanillo, Cuba","",219,"medium_airport",20.2880992889404,-77.0892028808594,"CU","Manzanillo","CU-12","MUMZ","","NA",112
"Flores, Guatemala: Flores Airport",18,2720,11770,"FRS","Flores, Guatemala","",127,"medium_airport",16.9137992858887,-89.8664016723633,"GT","San Benito","GT-PE","MGTK","","NA",427
"Takamatsu, Japan: Takamatsu Airport",15,2717,15123,"TAK","Takamatsu, Japan","",736,"medium_airport",34.2141990662,134.01600647,"JP","Takamatsu","JP-37","RJOT","","AS",607
"Kasaan, AK: Kasaan Seaplane Base",793,2701,12857,"KXA","Kasaan, AK","AK",1,"seaplane_base",55.537399292,-132.397994995,"US","Kasaan","US-AK","KXA","KXA","NA",""
"Takotna, AK: Takotna Airport",722,2688,15160,"TCT","Takotna, AK","AK",1,"small_airport",62.9926986694,-156.067993164,"US","Takotna","US-AK","TCT","TCT","NA",825
"Iqaluit, Canada: Iqaluit Airport",30,2663,16050,"YFB","Iqaluit, Canada","NU",934,"medium_airport",63.756401062,-68.5558013916,"CA","Iqaluit","CA-NU","CYFB","","NA",110
"Atka, AK: Atka Airport",307,2654,10237,"AKB","Atka, AK","AK",1,"small_airport",52.22029877,-174.2059937,"US","Atka","US-AK","PAAK","AKA","NA",57
"Virgin Gorda, British Virgin Islands: Virgin Gorda Airport",32,2653,15598,"VIJ","Virgin Gorda, British Virgin Islands","",282,"small_airport",18.4463996887207,-64.4274978637695,"VG","Spanish Town","VG-U-A","TUPW","","NA",9
"Hahn, Germany: Frankfurt Hahn",398,2604,12125,"HHN","Hahn, Germany","",429,"medium_airport",49.9486999512,7.26388978958,"DE","Hahn","DE-RP","EDFH","","EU",1649
"Gallup, NM: Gallup Municipal",462,2586,12018,"GUP","Gallup, NM","NM",86,"medium_airport",35.511100769,-108.789001465,"US","Gallup","US-NM","KGUP","GUP","NA",6472
"Nanaimo, Canada: Harbour",97,2520,16310,"ZNA","Nanaimo, Canada","BC",906,"seaplane_base",49.1833000183,-123.949996948,"CA","Nanaimo","CA-BC","CAC8","CAC8","NA",""
"Umiat, AK: Umiat Airport",515,2485,15472,"UMT","Umiat, AK","AK",1,"small_airport",69.37110138,-152.1360016,"US","Umiat","US-AK","PAUM","UMT","NA",267
"Port Clarence, AK: Port Clarence CGS",642,2462,12774,"KPC","Port Clarence, AK","AK",1,"medium_airport",65.2537002563,-166.85899353,"US","Port Clarence","US-AK","PAPC","KPC","NA",10
"Komatsu, Japan: Komatsu Airport",12,2451,12739,"KMQ","Komatsu, Japan","",736,"medium_airport",36.3945999145508,136.406997680664,"JP","Kanazawa","JP-17","RJNK","","AS",36
"Enid, OK: Enid Woodring Regional",32,2440,15734,"WDG","Enid, OK","OK",73,"small_airport",36.3791999817,-97.7910995483,"US","Enid","US-OK","KWDG","WDG","NA",1167
"Petropavlovsk-Kamchatsky, Russia: Yelizovo",40,2437,14132,"PKC","Petropavlovsk-Kamchatsky, Russia","",770,"medium_airport",53.1679000854492,158.453994750977,"RU","Petropavlovsk-Kamchatsky","RU-KAM","UHPP","","AS",131
"Anderson, SC: Anderson Regional",108,2341,10300,"AND","Anderson, SC","SC",37,"medium_airport",34.4945983887,-82.7093963623,"US","Anderson","US-SC","KAND","AND","NA",782
"Tonga Tapu, Tonga: Fua Amotu International",31,2315,15144,"TBU","Tonga Tapu, Tonga","",881,"medium_airport",-21.2411994934082,-175.149993896484,"TO","Nuku'alofa","TO-04","NFTF","","OC",126
"Cranbrook, Canada: Canadian Rockies International",17,2303,16240,"YXC","Cranbrook, Canada","BC",906,"medium_airport",49.6108016967773,-115.781997680664,"CA","Cranbrook","CA-BC","CYXC","","NA",3082
"Shreveport, LA: Barksdale AFB",40,2275,10476,"BAD","Shreveport, LA","LA",72,"large_airport",32.5018005371,-93.6626968384,"US","Bossier City","US-LA","KBAD","BAD","NA",166
"Fajardo, PR: Diego Jimenez Torres",28,2189,11631,"FAJ","Fajardo, PR","PR",3,"medium_airport",18.3089008331299,-65.6619033813477,"PR","Fajardo","PR-U-A","TJFA","X95","NA",64
"Tok, AK: Tok Junction",592,2116,15236,"TKJ","Tok, AK","AK",1,"small_airport",63.303333,-143.001111,"US","Tok","US-AK","PATJ","TKJ","NA",1670
"Matsuyama, Japan: Matsuyama Airport",13,2107,13573,"MYJ","Matsuyama, Japan","",736,"medium_airport",33.8272018432617,132.699996948242,"JP","Matsuyama","JP-38","RJOM","","AS",25
"Santa Maria, Portugal: Santa Maria Airport",65,2098,14889,"SMA","Santa Maria, Portugal","",469,"medium_airport",36.9714012145996,-25.1706008911133,"PT","Vila do Porto","PT-20","LPAZ","","EU",308
"Shizuoka, Japan: Shizuoka Airport",8,2091,11781,"FSZ","Shizuoka, Japan","",736,"large_airport",34.7960434679,138.18775177,"JP","Makinohara / Shimada","JP-22","RJNS","","AS",433
"Guam, TT: Andersen AFB",208,2084,15422,"UAM","Guam, TT","TT",5,"medium_airport",13.5839996337891,144.929992675781,"GU","Andersen,Mariana Island","GU-U-A","PGUA","UAM","OC",627
"Nanaimo, Canada: Nanaimo Airport",97,2066,16016,"YCD","Nanaimo, Canada","BC",906,"medium_airport",49.0549702249,-123.869862556,"CA","Nanaimo","CA-BC","CYCD","","NA",92
"Las Cruces, NM: Las Cruces International",28,2053,13072,"LRU","Las Cruces, NM","NM",86,"medium_airport",32.2893981933594,-106.921997070312,"US","Las Cruces","US-NM","KLRU","LRU","NA",4456
"Cayman Brac, Cayman Islands: Charles Kirkconnell International",23,1946,11225,"CYB","Cayman Brac, Cayman Islands","",233,"medium_airport",19.6870002746582,-79.8827972412109,"KY","Cayman Brac","KY-U-A","MWCB","","NA",8
"Macon, GA: Robins AFB",37,1901,15839,"WRB","Macon, GA","GA",34,"large_airport",32.6400985718,-83.5919036865,"US","Warner Robins","US-GA","KWRB","WRB","NA",294
"Iwoto, Japan: Iwoto Airport",8,1900,12414,"IWO","Iwo Jima, Japan","",736,"medium_airport",24.7840003967285,141.322998046875,"JP","","JP-13","RJAW","","AS",384
"Stephenville, Canada: Stephenville Airport",40,1870,16095,"YJT","Stephenville, Canada","NL",961,"medium_airport",48.5442008972168,-58.5499992370605,"CA","Stephenville","CA-NL","CYJT","","NA",84
"Battle Creek, MI: W K Kellogg",108,1806,10778,"BTL","Battle Creek, MI","MI",43,"medium_airport",42.3073005676,-85.2515029907,"US","Battle Creek","US-MI","KBTL","BTL","NA",952
"Canouan, Saint Vincent and the Grenadines: Canouan Airport",21,1787,11015,"CIW","Canouan, Saint Vincent and the Grenadines","",279,"medium_airport",12.6990003585815,-61.342399597168,"VC","Canouan","VC-06","TVSC","","NA",11
"Fairbanks, AK: Eielson AFB",119,1745,11517,"EIL","Fairbanks, AK","AK",1,"medium_airport",64.66570282,-147.102005,"US","Fairbanks","US-AK","PAEI","EIL","NA",547
"Anadyr, Russia: Ugolny",141,1700,11458,"DYR","Anadyr, Russia","",770,"medium_airport",64.7349014282227,177.740997314453,"RU","Anadyr","RU-CHU","UHMA","","AS",194
"Gulkana, AK: Gulkana Airport",357,1694,11924,"GKN","Gulkana, AK","AK",1,"medium_airport",62.1548996,-145.4570007,"US","Gulkana","US-AK","PAGK","GKN","NA",1586
"Central, AK: Central Airport",324,1680,10938,"CEM","Central, AK","AK",1,"small_airport",65.57379913,-144.7830048,"US","Central","US-AK","PACE","CEM","NA",937
"Utopia, AK: Indian Mountain LRRS",644,1670,15504,"UTO","Utopia, AK","AK",1,"medium_airport",65.99279785,-153.7039948,"US","Utopia Creek","US-AK","PAIM","UTO","NA",1273
"Brize Norton, United Kingdom: Brize Norton Airport",45,1667,10856,"BZZ","Brize Norton, United Kingdom","",493,"large_airport",51.75,-1.58361995220184,"GB","Brize Norton","GB-ENG","EGVN","","EU",288
"Belmar/Farmingdale, NJ: Monmouth Executive",36,1652,10670,"BLM","Belmar/Farmingdale, NJ","NJ",21,"small_airport",28.8919522448,-113.528723717,"MX","","MX-BCN","","","NA",33
"Turin, Italy: Torino",11,1640,15326,"TRN","Turin, Italy","",450,"large_airport",45.2008018494,7.64963006973,"IT","Torino","IT-21","LIMF","","EU",989
"Nikolski, AK: Nikolski AS",312,1627,12315,"IKO","Nikolski, AK","AK",1,"small_airport",52.9416007995605,-168.848999023438,"US","Nikolski","US-AK","PAKO","IKO","NA",77
"Asahikawa, Japan: Asahikawa Airport",7,1561,10242,"AKJ","Asahikawa, Japan","",736,"medium_airport",43.6707992553711,142.447006225586,"JP","Asahikawa / Hokkaidō","JP-01","RJEC","","AS",721
